funcion	tamano	estado	detalle
func_80045FAC	280	NO_COMPILA	src/auto/func_80045FAC.c:22:52: error: ‘func_80024F74’ undeclared (first use in this function); did you mean ‘func_80045
func_800460CC	860	DISTINTO	func_800460CC: 0 de 2 capturas y 0 de 22 variantes iguales -> DISTINTO
func_80046428	1796	DISTINTO	func_80046428: 0 de 2 capturas y 2 de 31 variantes iguales -> DISTINTO
func_80046B2C	36	SIN_CAPTURAS	
func_80046B50	28	SIN_CAPTURAS	
func_80046B6C	36	SIN_CAPTURAS	
func_80046B90	28	DISTINTO	func_80046B90: 0 de 2 capturas y 0 de 0 variantes iguales -> DISTINTO
func_80046BAC	24	SIN_CAPTURAS	
func_80046BC4	84	SIN_CAPTURAS	
func_80046C18	316	SIN_CAPTURAS	
func_80046D54	24	SIN_CAPTURAS	
func_80046D6C	160	SIN_CAPTURAS	
func_80046E0C	152	SIN_CAPTURAS	
func_80046EA4	8	SIN_CAPTURAS	
func_80046EAC	20	SIN_CAPTURAS	
func_80046EC0	24	SIN_CAPTURAS	
func_80046ED8	156	SIN_CAPTURAS	
func_80046F74	156	SIN_CAPTURAS	
func_80047010	64	SIN_CAPTURAS	
func_80047058	12	SIN_CAPTURAS	
func_80047064	324	SIN_CAPTURAS	
func_800471A8	36	SIN_CAPTURAS	
func_800471CC	44	SIN_CAPTURAS	
func_800471F8	60	SIN_CAPTURAS	
func_80047234	12	SIN_CAPTURAS	
func_80047240	32	SIN_CAPTURAS	
func_800472D0	8	SIN_CAPTURAS	
func_800472D8	16	SIN_CAPTURAS	
func_80047358	8	SIN_CAPTURAS	
func_80047360	16	SIN_CAPTURAS	
func_80047710	712	IGUAL	func_80047710: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_800479D8	16	IGUAL	func_800479D8: 2 de 2 capturas y 31 de 31 variantes iguales -> IGUAL
func_800479E8	188	DISTINTO	func_800479E8: 0 de 2 capturas y 0 de 30 variantes iguales -> DISTINTO
func_80047AA4	932	DISTINTO	func_80047AA4: 0 de 2 capturas y 0 de 29 variantes iguales -> DISTINTO
func_80047F0C	8	SIN_CAPTURAS	
func_80047F14	16	SIN_CAPTURAS	
func_80047F24	172	SIN_CAPTURAS	
func_80047FD0	16	SIN_CAPTURAS	
func_80047FE0	68	SIN_CAPTURAS	
func_80048024	112	SIN_CAPTURAS	
func_80048094	112	SIN_CAPTURAS	
func_80048104	96	SIN_CAPTURAS	
func_80048164	196	DISTINTO	func_80048164: 2 de 2 capturas y 11 de 12 variantes iguales -> DISTINTO
func_80048228	332	IGUAL	func_80048228: 2 de 2 capturas y 25 de 25 variantes iguales -> IGUAL
func_80048374	116	SIN_CAPTURAS	
func_800483E8	16	SIN_CAPTURAS	
func_800483F8	112	DISTINTO	func_800483F8: 0 de 2 capturas y 0 de 27 variantes iguales -> DISTINTO
func_80048468	100	DISTINTO	func_80048468: 2 de 2 capturas y 13 de 14 variantes iguales -> DISTINTO
func_800484CC	416	SIN_CAPTURAS	
func_8004866C	76	DISTINTO	func_8004866C: 0 de 2 capturas y 3 de 26 variantes iguales -> DISTINTO
func_800486B8	88	SIN_CAPTURAS	
func_80048710	68	SIN_CAPTURAS	
func_80048754	92	DISTINTO	func_80048754: 0 de 2 capturas y 2 de 12 variantes iguales -> DISTINTO
func_800487B0	84	DISTINTO	func_800487B0: 0 de 2 capturas y 0 de 14 variantes iguales -> DISTINTO
func_80048804	252	SIN_CAPTURAS	
func_80048900	8	SIN_CAPTURAS	
func_80048908	188	SIN_CAPTURAS	
func_800489C4	816	DISTINTO	func_800489C4: 0 de 2 capturas y 0 de 26 variantes iguales -> DISTINTO
func_80048CF4	204	IGUAL	func_80048CF4: 2 de 2 capturas y 0 de 0 variantes iguales -> IGUAL
func_80048DC0	684	SIN_CAPTURAS	
func_8004906C	164	DISTINTO	func_8004906C: 2 de 2 capturas y 8 de 9 variantes iguales -> DISTINTO
func_80049110	264	DISTINTO	func_80049110: 0 de 2 capturas y 0 de 27 variantes iguales -> DISTINTO
func_80049218	156	SIN_CAPTURAS	
func_800492B4	212	IGUAL	func_800492B4: 2 de 2 capturas y 3 de 3 variantes iguales -> IGUAL
func_80049388	404	SIN_CAPTURAS	
func_8004951C	456	SIN_CAPTURAS	
func_800496E4	528	SIN_CAPTURAS	
func_800498F4	308	SIN_CAPTURAS	
func_80049A28	424	SIN_CAPTURAS	
func_80049BD0	528	SIN_CAPTURAS	
func_80049DE0	196	SIN_CAPTURAS	
func_80049EA4	8	SIN_CAPTURAS	
func_80049EAC	280	SIN_CAPTURAS	
func_80049FCC	372	SIN_CAPTURAS	
func_8004A140	492	SIN_CAPTURAS	
func_8004A39C	8	SIN_CAPTURAS	
func_8004A3A4	16	SIN_CAPTURAS	
func_8004A3B4	244	SIN_CAPTURAS	
func_8004A4A8	1596	SIN_CAPTURAS	
func_8004AAE4	64	SIN_CAPTURAS	
func_8004AB24	652	SIN_CAPTURAS	
func_8004ADB0	244	SIN_CAPTURAS	
func_8004AEA4	8	IGUAL	func_8004AEA4: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_8004AEAC	164	SIN_CAPTURAS	
func_8004AF50	508	SIN_CAPTURAS	
func_8004B14C	208	DISTINTO	func_8004B14C: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004B21C	252	DISTINTO	func_8004B21C: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004B318	8	IGUAL	func_8004B318: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_8004B320	2688	DISTINTO	func_8004B320: 0 de 2 capturas y 0 de 25 variantes iguales -> DISTINTO
func_8004BDA0	944	DISTINTO	func_8004BDA0: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004C150	212	SIN_CAPTURAS	
func_8004C224	8	IGUAL	func_8004C224: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_8004C22C	364	DISTINTO	func_8004C22C: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004C3A0	224	DISTINTO	func_8004C3A0: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004C480	148	DISTINTO	func_8004C480: 0 de 1 capturas y 0 de 19 variantes iguales -> DISTINTO
func_8004C514	148	DISTINTO	func_8004C514: 0 de 1 capturas y 0 de 18 variantes iguales -> DISTINTO
func_8004C5A8	148	DISTINTO	func_8004C5A8: 0 de 1 capturas y 0 de 19 variantes iguales -> DISTINTO
func_8004C63C	148	SIN_CAPTURAS	
func_8004C6D0	48	SIN_CAPTURAS	
func_8004C700	48	SIN_CAPTURAS	
func_8004C730	236	SIN_CAPTURAS	
func_8004C81C	8	SIN_CAPTURAS	
func_8004C824	8	SIN_CAPTURAS	
func_8004C82C	544	SIN_CAPTURAS	
func_8004CA4C	16	SIN_CAPTURAS	
func_8004CA5C	92	SIN_CAPTURAS	
func_8004CAB8	144	DISTINTO	func_8004CAB8: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004CB48	1400	SIN_CAPTURAS	
func_8004D0C0	2564	NO_COMPILA	src/auto/func_8004D0C0.c:410:54: error: ‘func_80025064’ undeclared (first use in this function); did you mean ‘func_8004
func_8004DAC4	168	SIN_CAPTURAS	
func_8004DB6C	164	SIN_CAPTURAS	
func_8004DC10	104	SIN_CAPTURAS	
func_8004DC78	8	SIN_CAPTURAS	
func_8004E194	164	NO_COMPILA	src/auto/func_8004E194.c:32:24: error: ‘sp’ undeclared (first use in this function); did you mean ‘s8’?
func_8004E238	48	DISTINTO	func_8004E238: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004E268	60	DISTINTO	func_8004E268: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8004E2A4	40	IGUAL	func_8004E2A4: 2 de 2 capturas y 38 de 38 variantes iguales -> IGUAL
func_8004E2CC	24	SIN_CAPTURAS	
func_8004E2E4	72	IGUAL	func_8004E2E4: 2 de 2 capturas y 15 de 15 variantes iguales -> IGUAL
func_8004E32C	684	DISTINTO	func_8004E32C: 0 de 2 capturas y 0 de 18 variantes iguales -> DISTINTO
func_8004E5D8	64	DISTINTO	func_8004E5D8: 0 de 2 capturas y 0 de 13 variantes iguales -> DISTINTO
func_8004E618	168	DISTINTO	func_8004E618: 0 de 2 capturas y 0 de 9 variantes iguales -> DISTINTO
func_8004E6C0	108	SIN_CAPTURAS	
func_8004E72C	72	SIN_CAPTURAS	
func_8004E774	136	DISTINTO	func_8004E774: 0 de 2 capturas y 0 de 12 variantes iguales -> DISTINTO
func_8004E7FC	112	DISTINTO	func_8004E7FC: 0 de 2 capturas y 0 de 3 variantes iguales -> DISTINTO
func_8004E86C	88	IGUAL	func_8004E86C: 2 de 2 capturas y 9 de 9 variantes iguales -> IGUAL
func_8004E8C4	460	NO_COMPILA	src/auto/func_8004E8C4.c:35:164: error: invalid type argument of unary ‘*’ (have ‘int’)
func_8004EA90	28	SIN_CAPTURAS	
func_8004EAAC	60	SIN_CAPTURAS	
func_8004EAE8	28	SIN_CAPTURAS	
func_8004EB04	204	SIN_CAPTURAS	
func_8004EBD0	396	SIN_CAPTURAS	
func_8004ED5C	96	SIN_CAPTURAS	
func_8004EDBC	96	SIN_CAPTURAS	
func_8004EE1C	8	SIN_CAPTURAS	
func_8004EE24	208	SIN_CAPTURAS	
func_8004EEF4	968	SIN_CAPTURAS	
func_8004F2BC	28	SIN_CAPTURAS	
func_8004F2D8	536	SIN_CAPTURAS	
func_8004F4F0	28	SIN_CAPTURAS	
func_8004F50C	92	SIN_CAPTURAS	
func_8004F568	716	SIN_CAPTURAS	
func_8004F834	228	SIN_CAPTURAS	
func_8004F918	52	SIN_CAPTURAS	
func_8004F94C	28	SIN_CAPTURAS	
func_8004F968	52	SIN_CAPTURAS	
func_8004F99C	44	SIN_CAPTURAS	
func_8004F9C8	48	SIN_CAPTURAS	
func_8004F9F8	24	SIN_CAPTURAS	
func_8004FA10	68	SIN_CAPTURAS	
func_8004FA54	504	SIN_CAPTURAS	
func_8004FC4C	184	SIN_CAPTURAS	
func_8004FD04	48	SIN_CAPTURAS	
func_8004FD34	768	SIN_CAPTURAS	
func_80050034	680	SIN_CAPTURAS	
func_800502DC	316	SIN_CAPTURAS	
func_80050418	316	SIN_CAPTURAS	
func_80050554	320	SIN_CAPTURAS	
func_80050694	320	SIN_CAPTURAS	
func_800507D4	84	SIN_CAPTURAS	
func_80050828	172	DISTINTO	func_80050828: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_800508D4	92	SIN_CAPTURAS	
func_80050938	112	SIN_CAPTURAS	
func_800509A8	64	SIN_CAPTURAS	
func_800509E8	104	SIN_CAPTURAS	
func_80050A50	104	SIN_CAPTURAS	
func_80050AB8	392	SIN_CAPTURAS	
func_80050C40	68	SIN_CAPTURAS	
func_80050C84	184	SIN_CAPTURAS	
func_80050D3C	184	SIN_CAPTURAS	
func_80050DF4	280	SIN_CAPTURAS	
func_80050F0C	280	SIN_CAPTURAS	
func_80051024	608	SIN_CAPTURAS	
func_80051284	20	SIN_CAPTURAS	
func_80051298	284	SIN_CAPTURAS	
func_800513B4	508	SIN_CAPTURAS	
func_800515B0	436	SIN_CAPTURAS	
func_80051764	188	SIN_CAPTURAS	
func_80051820	180	SIN_CAPTURAS	
func_800519E4	20	SIN_CAPTURAS	
func_800519F8	20	SIN_CAPTURAS	
func_80051A0C	20	SIN_CAPTURAS	
func_80051A20	20	SIN_CAPTURAS	
func_80051A34	20	SIN_CAPTURAS	
func_80051A48	20	SIN_CAPTURAS	
func_80051A5C	20	SIN_CAPTURAS	
func_80051A70	20	SIN_CAPTURAS	
func_80051A84	476	SIN_CAPTURAS	
func_80051C60	180	SIN_CAPTURAS	
func_80051D14	264	SIN_CAPTURAS	
func_80051E1C	216	SIN_CAPTURAS	
func_80051EF4	216	SIN_CAPTURAS	
func_80051FCC	60	SIN_CAPTURAS	
func_80052008	60	SIN_CAPTURAS	
func_80052114	44	SIN_CAPTURAS	
func_80052140	68	SIN_CAPTURAS	
func_80052184	36	SIN_CAPTURAS	
func_800521AC	148	SIN_CAPTURAS	
func_80052240	112	SIN_CAPTURAS	
func_800522B0	52	SIN_CAPTURAS	
func_800522E4	108	SIN_CAPTURAS	
func_80052350	56	SIN_CAPTURAS	
func_80052388	40	SIN_CAPTURAS	
func_800523B4	112	SIN_CAPTURAS	
func_80052434	324	SIN_CAPTURAS	
func_80052578	524	SIN_CAPTURAS	
func_80052784	296	SIN_CAPTURAS	
func_800528AC	1452	SIN_CAPTURAS	
func_80052E58	68	SIN_CAPTURAS	
func_80052E9C	8	SIN_CAPTURAS	
func_80052EA4	200	SIN_CAPTURAS	
func_80052F6C	84	SIN_CAPTURAS	
func_80052FC0	120	SIN_CAPTURAS	
func_80053038	256	SIN_CAPTURAS	
func_80053138	280	SIN_CAPTURAS	
func_80053250	76	SIN_CAPTURAS	
func_8005329C	332	SIN_CAPTURAS	
func_800533E8	24	SIN_CAPTURAS	
func_80053400	160	SIN_CAPTURAS	
func_800534A0	56	SIN_CAPTURAS	
func_800534D8	196	SIN_CAPTURAS	
func_8005359C	552	SIN_CAPTURAS	
func_800537C4	68	SIN_CAPTURAS	
func_80053808	152	SIN_CAPTURAS	
func_800538A0	304	SIN_CAPTURAS	
func_800539D0	148	SIN_CAPTURAS	
func_80053A64	52	SIN_CAPTURAS	
func_80053A98	152	DISTINTO	func_80053A98: 2 de 2 capturas y 23 de 24 variantes iguales -> DISTINTO
func_80053B30	104	IGUAL	func_80053B30: 2 de 2 capturas y 31 de 31 variantes iguales -> IGUAL
func_80053B98	220	DISTINTO	func_80053B98: 0 de 2 capturas y 0 de 29 variantes iguales -> DISTINTO
func_80053C74	612	NO_COMPILA	src/auto/func_80053C74.c:71:45: error: ‘subroutine_arg3’ undeclared (first use in this function)
func_80053ED8	156	SIN_CAPTURAS	
func_80053F74	244	DISTINTO	func_80053F74: 0 de 2 capturas y 0 de 35 variantes iguales -> DISTINTO
func_80054068	1748	NO_COMPILA	src/auto/func_80054068.c:201:9: error: multiple default labels in one switch
func_8005473C	176	SIN_CAPTURAS	
func_800547EC	168	SIN_CAPTURAS	
func_80054894	452	SIN_CAPTURAS	
func_80054A58	508	SIN_CAPTURAS	
func_80054C5C	1440	SIN_CAPTURAS	
func_800551FC	148	SIN_CAPTURAS	
func_80055290	48	SIN_CAPTURAS	
func_800552C0	712	SIN_CAPTURAS	
func_80055588	116	SIN_CAPTURAS	
func_800555FC	24	SIN_CAPTURAS	
func_80055614	16	SIN_CAPTURAS	
func_80055624	16	SIN_CAPTURAS	
func_80055634	708	SIN_CAPTURAS	
func_800558F8	160	SIN_CAPTURAS	
func_80055998	160	SIN_CAPTURAS	
func_80055A38	448	SIN_CAPTURAS	
func_80055BF8	16	SIN_CAPTURAS	
func_80055C08	8	SIN_CAPTURAS	
func_80055C10	148	IGUAL	func_80055C10: 2 de 2 capturas y 28 de 28 variantes iguales -> IGUAL
func_80055CA4	8	IGUAL	func_80055CA4: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_80055CAC	320	IGUAL	func_80055CAC: 2 de 2 capturas y 0 de 0 variantes iguales -> IGUAL
func_80055DEC	24	SIN_CAPTURAS	
func_80055E04	252	SIN_CAPTURAS	
func_80055F00	52	SIN_CAPTURAS	
func_80055F34	140	SIN_CAPTURAS	
func_80055FC0	720	SIN_CAPTURAS	
func_80056290	308	IGUAL	func_80056290: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_800563C4	408	DISTINTO	func_800563C4: 0 de 1 capturas y 0 de 18 variantes iguales -> DISTINTO
func_8005655C	40	SIN_CAPTURAS	
func_80056584	1156	DISTINTO	func_80056584: 0 de 2 capturas y 0 de 22 variantes iguales -> DISTINTO
func_80056A08	272	IGUAL	func_80056A08: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
func_80056B18	248	SIN_CAPTURAS	
func_80056C18	208	DISTINTO	func_80056C18: 0 de 2 capturas y 0 de 23 variantes iguales -> DISTINTO
func_80056CE8	1684	NO_COMPILA	src/auto/func_80056CE8.c:209:5: error: ‘default’ label not within a switch statement
func_8005737C	68	SIN_CAPTURAS	
func_800573C0	592	SIN_CAPTURAS	
func_80057610	496	SIN_CAPTURAS	
func_80057800	332	SIN_CAPTURAS	
func_8005794C	196	SIN_CAPTURAS	
func_80057A10	8	SIN_CAPTURAS	
func_80057A18	280	SIN_CAPTURAS	
func_80057B38	360	SIN_CAPTURAS	
func_80057CA0	492	SIN_CAPTURAS	
func_80057E8C	8	SIN_CAPTURAS	
func_80057E94	160	SIN_CAPTURAS	
func_80057F34	920	GTE	
func_800582CC	912	GTE	
func_8005865C	912	GTE	
func_800589EC	1272	GTE	
func_80058EE4	1276	GTE	
func_800593E0	1276	GTE	
func_800598DC	1616	GTE	
func_80059F2C	136	SIN_CAPTURAS	
func_80059FB4	8	SIN_CAPTURAS	
func_80059FBC	560	SIN_CAPTURAS	
func_8005A1EC	372	DISTINTO	func_8005A1EC: 0 de 1 capturas y 0 de 0 variantes iguales -> DISTINTO
func_8005A360	3168	DISTINTO	func_8005A360: 0 de 2 capturas y 0 de 0 variantes iguales -> DISTINTO
func_8005AFC0	72	SIN_CAPTURAS	
func_8005B008	328	SIN_CAPTURAS	
func_8005B150	580	SIN_CAPTURAS	
func_8005B394	204	SIN_CAPTURAS	
func_8005B460	12	SIN_CAPTURAS	
func_8005B46C	192	SIN_CAPTURAS	
func_8005B52C	596	SIN_CAPTURAS	
func_8005B780	20	SIN_CAPTURAS	
func_8005B794	320	SIN_CAPTURAS	
func_8005B8D4	192	SIN_CAPTURAS	
func_8005B994	124	SIN_CAPTURAS	
func_8005BA10	1216	SIN_CAPTURAS	
func_8005BED0	1160	SIN_CAPTURAS	
func_8005C358	1416	NO_COMPILA	src/auto/func_8005C358.c:129:23: error: void value not ignored as it ought to be
func_8005C8E0	76	SIN_CAPTURAS	
func_8005C92C	20	SIN_CAPTURAS	
func_8005C940	36	SIN_CAPTURAS	
func_8005C964	108	SIN_CAPTURAS	
func_8005C9D0	968	SIN_CAPTURAS	
func_8005CD98	176	SIN_CAPTURAS	
func_8005CE48	116	SIN_CAPTURAS	
func_8005CEBC	368	SIN_CAPTURAS	
func_8005D02C	164	SIN_CAPTURAS	
func_8005D0D0	36	SIN_CAPTURAS	
func_8005D0F4	112	SIN_CAPTURAS	
func_8005D164	108	SIN_CAPTURAS	
func_8005D1D0	156	SIN_CAPTURAS	
func_8005D26C	308	SIN_CAPTURAS	
func_8005D3A0	60	SIN_CAPTURAS	
func_8005D3DC	24	SIN_CAPTURAS	
func_8005D3F4	272	SIN_CAPTURAS	
func_8005D504	8	SIN_CAPTURAS	
func_8005D50C	824	SIN_CAPTURAS	
func_8005D844	92	SIN_CAPTURAS	
func_8005D8A0	48	SIN_CAPTURAS	
func_8005D8D0	240	SIN_CAPTURAS	
func_8005D9C0	144	SIN_CAPTURAS	
func_8005DA50	140	SIN_CAPTURAS	
func_8005DADC	148	SIN_CAPTURAS	
func_8005DB70	148	SIN_CAPTURAS	
func_8005DC04	24	SIN_CAPTURAS	
func_8005DC1C	124	SIN_CAPTURAS	
func_8005DCA0	52	SIN_CAPTURAS	
func_8005DCD4	124	SIN_CAPTURAS	
func_8005DD50	32	SIN_CAPTURAS	
func_8005DD70	60	SIN_CAPTURAS	
func_8005DDAC	60	SIN_CAPTURAS	
func_8005DDE8	36	SIN_CAPTURAS	
func_8005E27C	20	DISTINTO	func_8005E27C: 0 de 2 capturas y 0 de 26 variantes iguales -> DISTINTO
func_8005E290	16	SIN_CAPTURAS	
func_8005E2A0	764	SIN_CAPTURAS	
func_8005E59C	764	DISTINTO	func_8005E59C: 0 de 2 capturas y 0 de 60 variantes iguales -> DISTINTO
func_8005E898	356	SIN_CAPTURAS	
func_8005E9FC	216	SIN_CAPTURAS	
func_8005EAD4	684	SIN_CAPTURAS	
func_8005ED80	12	SIN_CAPTURAS	
func_8005ED8C	5092	SIN_CAPTURAS	
func_80060170	260	SIN_CAPTURAS	
func_80060274	244	SIN_CAPTURAS	
func_80060368	496	SIN_CAPTURAS	
func_80060558	56	IGUAL	func_80060558: 2 de 2 capturas y 29 de 29 variantes iguales -> IGUAL
func_80060590	56	IGUAL	func_80060590: 2 de 2 capturas y 25 de 25 variantes iguales -> IGUAL
func_800605C8	484	SIN_CAPTURAS	
func_800607AC	516	IGUAL	func_800607AC: 2 de 2 capturas y 4 de 4 variantes iguales -> IGUAL
thunk_FUN_8001e588	8	IGUAL	thunk_FUN_8001e588: 2 de 2 capturas y 0 de 0 variantes iguales -> IGUAL
thunk_FUN_8003be38	8	SIN_CAPTURAS	
thunk_FUN_80042924	8	IGUAL	thunk_FUN_80042924: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
thunk_FUN_80047234	8	SIN_CAPTURAS	
thunk_FUN_8004866c	8	IGUAL	thunk_FUN_8004866c: 2 de 2 capturas y 27 de 27 variantes iguales -> IGUAL
thunk_FUN_8004866c_8002E214	8	SIN_CAPTURAS	
thunk_FUN_8004866c_8003D470	8	SIN_CAPTURAS	
thunk_FUN_8004866c_80044F48	8	IGUAL	thunk_FUN_8004866c_80044F48: 1 de 1 capturas y 13 de 13 variantes iguales -> IGUAL
thunk_FUN_8004866c_80045B58	8	SIN_CAPTURAS	
thunk_FUN_8004866c_800460C4	8	IGUAL	thunk_FUN_8004866c_800460C4: 1 de 1 capturas y 13 de 13 variantes iguales -> IGUAL
thunk_FUN_8004866c_80049FC4	8	SIN_CAPTURAS	
thunk_FUN_8004866c_80054C54	8	SIN_CAPTURAS	
thunk_FUN_8004866c_80056C10	8	SIN_CAPTURAS	
thunk_FUN_8004866c_80057B30	8	SIN_CAPTURAS	
thunk_FUN_8004aea4	8	IGUAL	thunk_FUN_8004aea4: 2 de 2 capturas y 60 de 60 variantes iguales -> IGUAL
